intelligent	intelligent		Tina ist eine sehr intelligente Frau.		adj	[sound:eeff4a75-1f24-56d5-a88a-881844c3c86f.mp3]
der Liter	litre	die Liter	Man sollte jeden Tag mindestens zwei Liter Flüssigkeit trinken.		noun	[sound:93874ea7-6c3a-5ec5-aa0a-0913e0154c21.mp3]
gespannt (2)	eager, anxious, tense		Ich bin gespannt auf den Film.		adj	[sound:e70e71d4-ab83-5d70-8772-1256d7ae4365.mp3]
der Jazz	jazz	no plural	Carmen hört gern Jazz.	Im Norden der Stadt liegt der Zoo., Die Jugend der Welt trainiert fur Olympia., Der Terrorismus fordert immer mehr zivile Opfer., Nach der Schule geht er zum Militar., In seiner Jugend genoss er eine strenge Erziehung., Sein Russisch konnte er wahrend eines Auslandsaufenthaltes in Moskau verbessern., Dirk ist Soldat in der Bundeswehr., Struppi hat bei Mollers ein neues Zuhause gefunden., Wir haben einen Ruckgang der Zuschauerzahlen zu verzeichnen., Das Publikum applaudierte sehr lange., Die Arbeitslosigkeit ist in Brandenburg besonders hoch., Roman klapperte vor Furcht mit den Zahnen., Armut ist auch ein Problem von reichen Ländern., Nach der vielen Arbeit brauche ich jetzt ein wenig Erholung., Die Bonbons schmecken wie die pure Chemie., Diese Pflanze braucht viel Licht und Pflege., Sei auf der Hut!, Die Opposition kritisiert das Vorgehen der Polizei gegen die Demonstranten., Der Bedarf an Fernsehgeraten ist gedeckt., Vor dieser Leistung habe ich grossen Respekt., Nach zwanzig Jahren in Deutschland hat er sein Turkisch schon fast verlernt., Rauchen gefährdet die Gesundheit., Du bist im Unrecht., Die Situation erfordert viel Mut., Der Geschaftsfuhrer fliegt immer Business Class., Fortpflanzung dient zur Erhaltung der Art., In Deutschland fordert man den sportlichen Nachwuchs sehr., Angler brauchen sehr viel Geduld., erfährt viel über die Gegenwart., Zum Theologiestudium gehort es, Griechisch zu lernen., Mathematik ist eine Hilfswissenschaft fur alle Naturwissenschaften., Ich hatte eine gluckliche Kindheit., Das Weltbild änderte sich in der Moderne grundlegend., Struppi hat bei Möllers ein neues Zuhause gefunden., Judith lernt Polnisch und Tschechisch., Kriege provozieren Hass und Gewalt., Zum Theologiestudium gehört es, Griechisch zu lernen., Mary wird uns am Sonntag mit ihrer Anwesenheit beglucken., Matrosen fahren zur See., Die Gewerkschaften wollen die wochentliche Arbeitszeit reduzieren., Armut ist auch ein Problem von reichen Landern., Das Weltbild anderte sich in der Moderne grundlegend., Ingo studiert Germanistik in Leipzig., Sprayflaschen muss man vor großer Hitze schützen., Griechisch zu lernen., In der Mensa gibt es jeden Tag Fleisch., Zu Weihnachten lag leider kein Schnee., Es ist nicht alles Gold, Nach zwanzig Jahren in Deutschland hat er sein Türkisch schon fast verlernt., Vitaminmangel vermindert die Leistungsfähigkeit., Beim Autofahren ist viel Vorsicht geboten., Alle Welt spricht Englisch., Der Anfang des 2 1 . Jahrhunderts stand ganz im Zeichen des Terrors., Sprayflaschen muss man vor grosser Hitze schutzen., Alles Gute und viel Gluck zum Geburtstag!, Helge ist für das Marketing in der Firma zuständig., Ich fordere Ersatz für den entstandenen Schaden., Hol doch bitte die Post herein., Was kommt heute im Fernsehen?, Im Mittelalter starben viele Menschen an Seuchen., Er mochte ein Jahr lang im Ausland studieren., Italienisch ist eine romanische Sprache., Nach dem Sturz verlor sie das Bewusstsein., Vitaminmangel vermindert die Leistungsfahigkeit., Der Islam ist eine der grossen Weltreligionen., Christine hat im Oktober angefangen, Niederländisch zu lernen., Das Immunsystem ist für die Abwehr von Krankheiten zuständig., Die Jugend von heute ist sehr mit sich selber beschäftigt., Christine hat im Oktober angefangen, Rauchen gefahrdet die Gesundheit., Mathematik ist eine Hilfswissenschaft für alle Naturwissenschaften., Ab nachsten Monat konnen wir neues Personal einstellen., Christine hat im Oktober angefangen, Niederlandisch zu lernen., Ullas Trauer war sehr groß., Die Stadt macht einen Wandel durch., Hast du Hunger?, Antina spricht ein wenig Japanisch., Die Butter steht im Kuhlschrank., Ullas Trauer war sehr gross., Das Vertrauen in die Sicherheit wurde nachhaltig gestört., Sie empfindet sehr viel Stolz fur ihre Kinder., Ihr Verhalten ist lobenswert., Ich freue mich uber die rege Teilnahme am Seminar., Der Kreativität sind keine Grenzen gesetzt., Im Fernsehen sieht man das Leid der Menschen in der dritten Welt., Im Osten geht die Sonne auf., Leider habe ich jetzt endgültig ihre Gunst verscherzt., Leider habe ich jetzt endgultig ihre Gunst verscherzt., Alles Gute und viel Glück zum Geburtstag!, Die Butter steht im Kühlschrank., Das Immunsystem ist fur die Abwehr von Krankheiten zustandig., Nach der Feier herrschte im Kinderzimmer ein einziges Chaos., Ein Jurist muss das BGB kennen., Ich lerne seit der 7. Klasse Franzosisch., Ich hatte eine glückliche Kindheit., Mittwochs geht Steffi zum Tennis., Im Internet findest du bestimmt viele Informationen dazu., Die Gewerkschaften wollen die wöchentliche Arbeitszeit reduzieren., Das wirtschaftliche Wachstum lasst nach., Junge Eltern brauchen Ruhe und Erholung., Der Kindergarten will die Selbstständigkeit der Kinder fördern., Das Müllauto macht morgens Lärm., Es ist wichtig, Die Physik beschaftigt sich mit Vorgangen in der Natur., Blut ist rot., Der Geschäftsführer fliegt immer Business Class., Die Stasi war die Überwachungsinstanz der DDR., Die Wärme entweicht durch schlecht isolierte Fenster., Im Suden Deutschlands liegen die Alpen., Die Physik beschäftigt sich mit Vorgängen in der Natur., Mit dem neuen Computer habe ich nur Arger., Kinder haben ein starkes Empfinden für Gerechtigkeit., Jeder Kaufmann kann das HGB auswendig., Der Vorschlag entbehrt jeder Vernunft., In Deutschland fördert man den sportlichen Nachwuchs sehr., Nach dem Krieg begann die Rückkehr der Flüchtlinge., BSE kann auch auf den Menschen übertragen werden., Es ist wichtig, eine Vielfalt an Meinungen zu haben., Erwachsene brauchen ca. acht Stunden Schlaf pro Tag., Das Schweigen im Raum wurde unertraglich., Eine hohe Anzahl von Jugendlichen sieht pessimistisch in die Zukunft., Kinder haben ein starkes Empfinden fur Gerechtigkeit., Ab nächsten Monat können wir neues Personal einstellen., Der Kindergarten will die Selbststandigkeit der Kinder fordern., Zur Bewerbung gehören der Lebenslauf, BSE kann auch auf den Menschen ubertragen werden., Vor dieser Leistung habe ich großen Respekt., Der Lehrer schenkt Marie keine Beachtung., Zur Bewerbung gehören der Lebenslauf, Zeugnisse und ein Gutachten eines Hochschullehrers., Nach der Schule geht er zum Militär., Der Bedarf an Fernsehgeräten ist gedeckt., Trinken wir auf eine erfolgreiche Zusammenarbeit!, Wer Geschichte lernt, erfährt viel über die Gegenwart., was glänzt., Wer Geschichte lernt, Nehmen wir ein Beispiel aus der Biologie., Der Tourismus ist in Österreich ein wichtiger Wirtschaftszweig., Niederländisch zu lernen., Mein Gepäck ist sehr schwer., Es ist nicht alles Gold, was glänzt., In Cola ist eine Menge Zucker., Spanisch ist die momentan beliebteste Fremdsprache der Deutschen., Im Süden Deutschlands liegen die Alpen., eine Vielfalt an Meinungen zu haben., Er möchte ein Jahr lang im Ausland studieren., Sie empfindet sehr viel Stolz für ihre Kinder., Helge ist fur das Marketing in der Firma zustandig., Der Verkehr stand durch die Demonstranten eine Stunde lang still., Das kommt nicht in Betracht., Mein Dank ist dir gewiss., Das Schweigen im Raum wurde unerträglich., Odol macht frischen Atem., Das Vertrauen in die Sicherheit wurde nachhaltig gestort., Zum Theologiestudium gehört es, Sein Russisch konnte er während eines Auslandsaufenthaltes in Moskau verbessern., Der Kreativitat sind keine Grenzen gesetzt., Es gibt eine Fulle an Moglichkeiten., Der Islam ist eine der großen Weltreligionen., Klimawandel betrifft die ganze Menschheit., Zum Nachtisch nehmen wir noch ein Eis., Das wirtschaftliche Wachstum lässt nach., Diese Zuschauerquote entspricht einem Marktanteil von 30 Prozent., Mein Gepack ist sehr schwer., Viele Menschen drückten durch Spenden ihre Solidarität mit den Opfern aus., Nach dem Krieg begann die Ruckkehr der Fluchtlinge., Zeugnisse und ein Gutachten eines Hochschullehrers., Das Mullauto macht morgens Larm., Sprichst du Chinesisch?, Sie ist ganz rot vor Wut., Ich lerne seit der 7. Klasse Französisch., Die Jugend von heute ist sehr mit sich selber beschaftigt., Ich gehe nicht gern im Dunkeln nach Hause., In Zukunft werde ich weniger rauchen., Pettersson genoss die Stille., Ich fordere Ersatz fur den entstandenen Schaden., Es ist nicht alles Gold, was glanzt., Mary wird uns am Sonntag mit ihrer Anwesenheit beglücken., Mit Alkohol sollte man sich nicht ans Steuer setzen., Ich freue mich über die rege Teilnahme am Seminar., Es gibt eine Fülle an Möglichkeiten., Im Westen ist die Arbeitslosigkeit niedriger als im Osten., Die Jugend der Welt trainiert für Olympia., Der Handel mit China boomt., Wer Geschichte lernt, erfahrt viel uber die Gegenwart., Die Warme entweicht durch schlecht isolierte Fenster., Viele Menschen druckten durch Spenden ihre Solidaritat mit den Opfern aus., Dieses Restaurant hat eine Vielzahl von Speisen im Angebot., Das Wasser ist zu kalt zum Baden., Der Tourismus ist in Osterreich ein wichtiger Wirtschaftszweig., Frederik hat in Deutsch eine Drei., Die Stasi war die Uberwachungsinstanz der DDR., Wir haben einen Rückgang der Zuschauerzahlen zu verzeichnen., Roman klapperte vor Furcht mit den Zähnen., Mit dem neuen Computer habe ich nur Ärger., Du redest Unsinn., Zur Bewerbung gehoren der Lebenslauf, Zeugnisse und ein Gutachten eines Hochschullehrers.	noun	[sound:679bbf15-63df-521e-90b2-be61880c975f.mp3]
gewissermaßen	so to speak, as it were (ge~)		Diese Erkenntnis kam gewissermaßen über Nacht.		adv	[sound:f6df674a-ac93-524d-ab43-e44fd1e759aa.mp3]
die Höhle	cave	die Höhlen	Wir haben eine Höhle besichtigt, in der es Tropfsteine gibt.		noun	[sound:ff61e18c-4fcf-5499-8a64-0fc016b7d245.mp3]
der Hass	hatred	no plural	Kriege provozieren Hass und Gewalt.	Im Norden der Stadt liegt der Zoo., Die Jugend der Welt trainiert fur Olympia., Der Terrorismus fordert immer mehr zivile Opfer., Nach der Schule geht er zum Militar., In seiner Jugend genoss er eine strenge Erziehung., Sein Russisch konnte er wahrend eines Auslandsaufenthaltes in Moskau verbessern., Dirk ist Soldat in der Bundeswehr., Struppi hat bei Mollers ein neues Zuhause gefunden., Wir haben einen Ruckgang der Zuschauerzahlen zu verzeichnen., Das Publikum applaudierte sehr lange., Die Arbeitslosigkeit ist in Brandenburg besonders hoch., Roman klapperte vor Furcht mit den Zahnen., Armut ist auch ein Problem von reichen Ländern., Nach der vielen Arbeit brauche ich jetzt ein wenig Erholung., Die Bonbons schmecken wie die pure Chemie., Diese Pflanze braucht viel Licht und Pflege., Sei auf der Hut!, Der Bedarf an Fernsehgeraten ist gedeckt., Vor dieser Leistung habe ich grossen Respekt., Nach zwanzig Jahren in Deutschland hat er sein Turkisch schon fast verlernt., Rauchen gefährdet die Gesundheit., Du bist im Unrecht., Die Situation erfordert viel Mut., Der Geschaftsfuhrer fliegt immer Business Class., Fortpflanzung dient zur Erhaltung der Art., In Deutschland fordert man den sportlichen Nachwuchs sehr., Angler brauchen sehr viel Geduld., erfährt viel über die Gegenwart., Der Kreativitat sind keine Grenzen gesetzt., Zum Theologiestudium gehort es, Griechisch zu lernen., Mathematik ist eine Hilfswissenschaft fur alle Naturwissenschaften., Ich hatte eine gluckliche Kindheit., Die Opposition kritisiert das Vorgehen der Polizei gegen die Demonstranten., Struppi hat bei Möllers ein neues Zuhause gefunden., Judith lernt Polnisch und Tschechisch., Zum Theologiestudium gehört es, Griechisch zu lernen., Mary wird uns am Sonntag mit ihrer Anwesenheit beglucken., Matrosen fahren zur See., Die Gewerkschaften wollen die wochentliche Arbeitszeit reduzieren., Armut ist auch ein Problem von reichen Landern., Das Weltbild anderte sich in der Moderne grundlegend., Ingo studiert Germanistik in Leipzig., Sprayflaschen muss man vor großer Hitze schützen., Griechisch zu lernen., In der Mensa gibt es jeden Tag Fleisch., Zu Weihnachten lag leider kein Schnee., Es ist nicht alles Gold, Nach zwanzig Jahren in Deutschland hat er sein Türkisch schon fast verlernt., Vitaminmangel vermindert die Leistungsfähigkeit., Beim Autofahren ist viel Vorsicht geboten., Alle Welt spricht Englisch., Der Anfang des 2 1 . Jahrhunderts stand ganz im Zeichen des Terrors., Sprayflaschen muss man vor grosser Hitze schutzen., Alles Gute und viel Gluck zum Geburtstag!, Helge ist für das Marketing in der Firma zuständig., Ich fordere Ersatz für den entstandenen Schaden., Hol doch bitte die Post herein., Was kommt heute im Fernsehen?, Im Mittelalter starben viele Menschen an Seuchen., Er mochte ein Jahr lang im Ausland studieren., Italienisch ist eine romanische Sprache., Das Weltbild änderte sich in der Moderne grundlegend., Vitaminmangel vermindert die Leistungsfahigkeit., Der Islam ist eine der grossen Weltreligionen., Christine hat im Oktober angefangen, Niederländisch zu lernen., Das Immunsystem ist für die Abwehr von Krankheiten zuständig., Die Jugend von heute ist sehr mit sich selber beschäftigt., Christine hat im Oktober angefangen, Rauchen gefahrdet die Gesundheit., Mathematik ist eine Hilfswissenschaft für alle Naturwissenschaften., Ab nachsten Monat konnen wir neues Personal einstellen., Christine hat im Oktober angefangen, Niederlandisch zu lernen., Ullas Trauer war sehr groß., Die Stadt macht einen Wandel durch., Hast du Hunger?, Antina spricht ein wenig Japanisch., Die Butter steht im Kuhlschrank., Ullas Trauer war sehr gross., Das Vertrauen in die Sicherheit wurde nachhaltig gestört., Sie empfindet sehr viel Stolz fur ihre Kinder., Ihr Verhalten ist lobenswert., Ich freue mich uber die rege Teilnahme am Seminar., Der Kreativität sind keine Grenzen gesetzt., Im Fernsehen sieht man das Leid der Menschen in der dritten Welt., Im Osten geht die Sonne auf., Leider habe ich jetzt endgültig ihre Gunst verscherzt., Leider habe ich jetzt endgultig ihre Gunst verscherzt., Alles Gute und viel Glück zum Geburtstag!, Die Butter steht im Kühlschrank., Das Immunsystem ist fur die Abwehr von Krankheiten zustandig., Nach der Feier herrschte im Kinderzimmer ein einziges Chaos., Ein Jurist muss das BGB kennen., Ich lerne seit der 7. Klasse Franzosisch., Ich hatte eine glückliche Kindheit., Mittwochs geht Steffi zum Tennis., Im Internet findest du bestimmt viele Informationen dazu., Die Gewerkschaften wollen die wöchentliche Arbeitszeit reduzieren., Das wirtschaftliche Wachstum lasst nach., Junge Eltern brauchen Ruhe und Erholung., Der Kindergarten will die Selbstständigkeit der Kinder fördern., Das Müllauto macht morgens Lärm., Es ist wichtig, Die Physik beschaftigt sich mit Vorgangen in der Natur., Blut ist rot., Der Geschäftsführer fliegt immer Business Class., Die Stasi war die Überwachungsinstanz der DDR., Die Wärme entweicht durch schlecht isolierte Fenster., Im Suden Deutschlands liegen die Alpen., Die Physik beschäftigt sich mit Vorgängen in der Natur., Mit dem neuen Computer habe ich nur Arger., Kinder haben ein starkes Empfinden für Gerechtigkeit., Jeder Kaufmann kann das HGB auswendig., Der Vorschlag entbehrt jeder Vernunft., In Deutschland fördert man den sportlichen Nachwuchs sehr., Nach dem Krieg begann die Rückkehr der Flüchtlinge., BSE kann auch auf den Menschen übertragen werden., Es ist wichtig, eine Vielfalt an Meinungen zu haben., Erwachsene brauchen ca. acht Stunden Schlaf pro Tag., Das Schweigen im Raum wurde unertraglich., Eine hohe Anzahl von Jugendlichen sieht pessimistisch in die Zukunft., Kinder haben ein starkes Empfinden fur Gerechtigkeit., Ab nächsten Monat können wir neues Personal einstellen., Der Kindergarten will die Selbststandigkeit der Kinder fordern., Zur Bewerbung gehören der Lebenslauf, BSE kann auch auf den Menschen ubertragen werden., Vor dieser Leistung habe ich großen Respekt., Der Lehrer schenkt Marie keine Beachtung., Zur Bewerbung gehören der Lebenslauf, Zeugnisse und ein Gutachten eines Hochschullehrers., Nach der Schule geht er zum Militär., Der Bedarf an Fernsehgeräten ist gedeckt., Trinken wir auf eine erfolgreiche Zusammenarbeit!, Wer Geschichte lernt, erfährt viel über die Gegenwart., was glänzt., Wer Geschichte lernt, Nehmen wir ein Beispiel aus der Biologie., Der Tourismus ist in Österreich ein wichtiger Wirtschaftszweig., Niederländisch zu lernen., Mein Gepäck ist sehr schwer., Es ist nicht alles Gold, was glänzt., In Cola ist eine Menge Zucker., Spanisch ist die momentan beliebteste Fremdsprache der Deutschen., Im Süden Deutschlands liegen die Alpen., eine Vielfalt an Meinungen zu haben., Er möchte ein Jahr lang im Ausland studieren., Sie empfindet sehr viel Stolz für ihre Kinder., Helge ist fur das Marketing in der Firma zustandig., Der Verkehr stand durch die Demonstranten eine Stunde lang still., Carmen hört gern Jazz., Das kommt nicht in Betracht., Mein Dank ist dir gewiss., Das Schweigen im Raum wurde unerträglich., Odol macht frischen Atem., Das Vertrauen in die Sicherheit wurde nachhaltig gestort., Zum Theologiestudium gehört es, Sein Russisch konnte er während eines Auslandsaufenthaltes in Moskau verbessern., Nach dem Sturz verlor sie das Bewusstsein., Es gibt eine Fulle an Moglichkeiten., Der Islam ist eine der großen Weltreligionen., Klimawandel betrifft die ganze Menschheit., Zum Nachtisch nehmen wir noch ein Eis., Das wirtschaftliche Wachstum lässt nach., Diese Zuschauerquote entspricht einem Marktanteil von 30 Prozent., Mein Gepack ist sehr schwer., Viele Menschen drückten durch Spenden ihre Solidarität mit den Opfern aus., Nach dem Krieg begann die Ruckkehr der Fluchtlinge., Zeugnisse und ein Gutachten eines Hochschullehrers., Das Mullauto macht morgens Larm., Sprichst du Chinesisch?, Sie ist ganz rot vor Wut., Ich lerne seit der 7. Klasse Französisch., Die Jugend von heute ist sehr mit sich selber beschaftigt., Ich gehe nicht gern im Dunkeln nach Hause., In Zukunft werde ich weniger rauchen., Pettersson genoss die Stille., Ich fordere Ersatz fur den entstandenen Schaden., Es ist nicht alles Gold, was glanzt., Mary wird uns am Sonntag mit ihrer Anwesenheit beglücken., Mit Alkohol sollte man sich nicht ans Steuer setzen., Ich freue mich über die rege Teilnahme am Seminar., Es gibt eine Fülle an Möglichkeiten., Carmen hort gern Jazz., Im Westen ist die Arbeitslosigkeit niedriger als im Osten., Die Jugend der Welt trainiert für Olympia., Der Handel mit China boomt., Wer Geschichte lernt, erfahrt viel uber die Gegenwart., Die Warme entweicht durch schlecht isolierte Fenster., Viele Menschen druckten durch Spenden ihre Solidaritat mit den Opfern aus., Dieses Restaurant hat eine Vielzahl von Speisen im Angebot., Das Wasser ist zu kalt zum Baden., Der Tourismus ist in Osterreich ein wichtiger Wirtschaftszweig., Frederik hat in Deutsch eine Drei., Die Stasi war die Uberwachungsinstanz der DDR., Wir haben einen Rückgang der Zuschauerzahlen zu verzeichnen., Roman klapperte vor Furcht mit den Zähnen., Mit dem neuen Computer habe ich nur Ärger., Du redest Unsinn., Zur Bewerbung gehoren der Lebenslauf, Zeugnisse und ein Gutachten eines Hochschullehrers.	noun	[sound:59019b50-3202-5319-9583-a227b1e3a6da.mp3]
gießen	to water, pour	gießt; goss; hat gegossen	Wer gießt meine Pflanzen, wenn ich weg bin?		verb	[sound:38a1800f-75cb-5ceb-8a11-d46065978d0f.mp3]
die Innenstadt	town centre, downtown (I~)	die Innenstädte	Die Leipziger Innenstadt ist gut überschaubar.		noun	[sound:5b594ba9-4680-58a7-ab2f-14c9419be52c.mp3]
der Konsument	consumer (K~)	die Konsumenten	In der Marktwirtschaft spricht man von Produzenten und Konsumenten.		noun	[sound:c6bdc244-3058-5982-97df-824a8d16b176.mp3]
der Großvater	grandfather	die Großväter	Lutz lebt bei seinem Großvater.		noun	[sound:ba4149b3-1378-5939-925c-212e2f18e665.mp3]
landwirtschaftlich	agricultural		Jörn leitet einen landwirtschaftlichen Betrieb.		adj	[sound:017917e7-7ec6-573a-8596-618163bf4b99.mp3]
lauschen	to listen, eavesdrop	lauscht; lauschte; hat gelauscht	Hast du wieder an der Tür gelauscht?		verb	[sound:4fa2286c-2124-5e8e-a260-f10f2414a8b6.mp3]
locken	to lure, tempt	lockt; lockte; hat gelockt	Tante Ilse lockt ihren Hund mit Futter.		verb	[sound:532ed324-bfc4-59d3-a443-491c981712f9.mp3]
hervorgehen	to come from, follow (her~)	geht hervor; ging hervor; ist hervorgegangen	Das Projekt ging aus einer studentischen Veranstaltung hervor.		verb	[sound:1ea54653-76e8-5411-933d-411f62c19473.mp3]
hinüber	over, across (h~)		Sie lief zum Taxistand hinüber.		adv	[sound:f4aac788-3611-58c4-b1c5-9a440337c976.mp3]
irren	to be wrong	irrt; irrte; ist geirrt	Du irrst dich, er ist kein Chirurg, sondern Zahnarzt.		verb	[sound:df9e4dfe-a61e-5225-8b20-3e1077b09c2b.mp3]
gleichen	to be alike, be just like	gleicht; glich; hat geglichen	Agnes gleicht ihrer Mutter sehr.		verb	[sound:35a8b7a4-d65b-5418-a120-27d7a9aac8d9.mp3]
die Kohle	coal	die Kohlen	Früher heizten die Menschen mit Kohle.		noun	[sound:4528e541-7b6c-57bc-82b2-f8806fbfab5b.mp3]
die Genehmigung	approval, permit, permission (G~)	die Genehmigungen	Für Ihr Vorhaben brauchen Sie eine amtliche Genehmigung.		noun	[sound:3c911abc-a5db-586b-b844-03492924d4d2.mp3]
das Kloster	monastery, convent, cloister	die Klöster	Mönche und Nonnen leben im Kloster.		noun	[sound:9a754f8f-93dc-5173-b864-c3b62ee05b9d.mp3]
die Grundschule	primary school	die Grundschulen	Im Alter von 6 Jahren gehen Kinder in die Grundschule.		noun	[sound:df663d28-b395-5b39-b28f-0073dff7f4e6.mp3]
grüßen	to greet (g~)	grüßt; grüßte; hat gegrüßt	Sie grüßt mich immer sehr freundlich.		verb	[sound:ccf232ef-af2d-51bd-a0d0-d4034e03f44e.mp3]
loswerden	to get rid of	wird los; wurde los; ist losgeworden	Theo möchte sein Auto gern loswerden.		verb	[sound:fdff8023-8fef-5dd5-a536-43101c771649.mp3]
nass	wet		Mein Pulli ist nass.		adj	[sound:e4d18cc9-7bcb-516c-93ae-7aad84989059.mp3]
der Maßstab	scale, yardstick, standard (M~)	die Maßstäbe	Diese Straßenkarte ist im Maßstab 1:5000.		noun	[sound:6b6729f3-381e-5094-acd9-becd171ebfda.mp3]
die Münze	coin	die Münzen	Ronald sammelt alte Münzen.		noun	[sound:85f851c2-69fe-5cca-acd0-f7ccbd1e72c6.mp3]
realistisch	realistic		Diese Idee ist nicht realistisch.		adj	[sound:a8f719b2-ae1c-5c45-a265-9d750e0d839e.mp3]
pakistanisch	Pakistani		In der pakistanischen Hauptstadt kam es zu Unruhen.		adj	[sound:7c57234b-324d-5184-8322-9a87d82a91c9.mp3]
das Praktikum	internship	die Praktika	Maria hat ein Praktikum in Italien gemacht.		noun	[sound:23e5162c-dc53-5674-9137-a4eafbe9161e.mp3]
der Stamm	trunk, stem, tribe	die Stämme	Der Stamm dieses Baumes hat einen Durchmesser von einem Meter.		noun	[sound:b5ac9c4e-07f6-529a-b8ec-3fbc921ae2b4.mp3]
spiegeln	to shine, reflect (s~)	spiegelt; spiegelte; hat gespiegelt	Sonjas Gesicht spiegelt sich im See.		verb	[sound:668678b3-0ab1-57c9-93d1-4fd527503b80.mp3]
die Sportart	(type of) sport, discipline	die Sportarten	Welche Sportart magst du am liebsten?		noun	[sound:e0c6fb52-7861-5c9a-a3cc-15b2c5ad8ca7.mp3]
mobil	mobile		Von Arbeitnehmern wird erwartet, mobil zu sein.		adj	[sound:f0643815-3f30-56b1-a4bf-da03aaa13b38.mp3]
schweizerisch	Swiss		Wir fliegen mit einer schweizerischen Fluggesellschaft in den Urlaub.	Ich liebe Schweizer Schokolade., Ich liebe Schweizer Schokolade.	adj	[sound:762c2825-c559-50a5-b84b-bbf74196643e.mp3]
sicherstellen	to confiscate, guarantee	stellt sicher; stellte sicher; hat sichergestellt	Man muss sicherstellen, dass Gesetze auch eingehalten werden.		verb	[sound:a866ae1a-b903-5dae-8231-2cbc4e1d5a97.mp3]
stehlen	to steal	stiehlt; stahl; hat gestohlen	Hotzenplotz hat ein Fahrrad gestohlen.		verb	[sound:a0ecfe3d-2be8-5318-b15a-495e818f8e73.mp3]
der Schuldner	debtor	die Schuldner	Wenn ein Schuldner nicht zahlt, kann der Gläubiger gerichtlich gegen ihn vorgehen.		noun	[sound:f4590cc5-7972-57c6-ada2-4bcdc5af1375.mp3]
motorisch	motor		Die Ärzte suchen nach Gründen für seine motorischen Störungen.		adj	[sound:22a6d6bd-fffc-5965-aa73-22333737990e.mp3]
