sowieso	anyway (s~)		Das klappt sowieso nicht.		adv	[sound:51d1414f-abeb-5341-89cc-95956d0c54bf.mp3]
die Kritik	criticism, review	die Kritiken	Deine Kritik ist etwas überzogen.		noun	[sound:bb1bcb40-6f54-5f28-bc72-be54e89df73c.mp3]
sich kümmern	to take care of, be concerned (sich k~)	kümmert sich; kümmerte sich; hat sich gekümmert	Marius kümmert sich liebevoll um seinen kleinen Sohn.		verb	[sound:411bc520-f106-57e9-a106-f8d7a5c48757.mp3]
die See	sea (S~)	no plural	Matrosen fahren zur See.	Im Norden der Stadt liegt der Zoo., Der Terrorismus fordert immer mehr zivile Opfer., In seiner Jugend genoss er eine strenge Erziehung., Dirk ist Soldat in der Bundeswehr., Struppi hat bei Mollers ein neues Zuhause gefunden., Italienisch ist eine romanische Sprache., Die Arbeitslosigkeit ist in Brandenburg besonders hoch., Die Bonbons schmecken wie die pure Chemie., Diese Pflanze braucht viel Licht und Pflege., Sei auf der Hut!, Nach zwanzig Jahren in Deutschland hat er sein Turkisch schon fast verlernt., Rauchen gefährdet die Gesundheit., Das Weltbild änderte sich in der Moderne grundlegend., Die Situation erfordert viel Mut., Der Geschaftsfuhrer fliegt immer Business Class., In Zukunft werde ich weniger rauchen., Zum Theologiestudium gehort es, Griechisch zu lernen., Mathematik ist eine Hilfswissenschaft fur alle Naturwissenschaften., Der Bedarf an Fernsehgeraten ist gedeckt., Die Opposition kritisiert das Vorgehen der Polizei gegen die Demonstranten., Struppi hat bei Möllers ein neues Zuhause gefunden., Ich hatte eine gluckliche Kindheit., Zum Theologiestudium gehört es, Griechisch zu lernen., Das Weltbild anderte sich in der Moderne grundlegend., Sprayflaschen muss man vor großer Hitze schützen., In der Mensa gibt es jeden Tag Fleisch., Zu Weihnachten lag leider kein Schnee., Nach zwanzig Jahren in Deutschland hat er sein Türkisch schon fast verlernt., Alle Welt spricht Englisch., Sprayflaschen muss man vor grosser Hitze schutzen., Alles Gute und viel Gluck zum Geburtstag!, Helge ist für das Marketing in der Firma zuständig., Was kommt heute im Fernsehen?, Mein Dank ist dir gewiss., Er mochte ein Jahr lang im Ausland studieren., Das Publikum applaudierte sehr lange., Nach dem Sturz verlor sie das Bewusstsein., Die Jugend von heute ist sehr mit sich selber beschäftigt., Rauchen gefahrdet die Gesundheit., Mathematik ist eine Hilfswissenschaft für alle Naturwissenschaften., Ab nachsten Monat konnen wir neues Personal einstellen., Ullas Trauer war sehr groß., Hast du Hunger?, Erwachsene brauchen ca. acht Stunden Schlaf pro Tag., Ullas Trauer war sehr gross., Das Vertrauen in die Sicherheit wurde nachhaltig gestört., Die Warme entweicht durch schlecht isolierte Fenster., Dieses Restaurant hat eine Vielzahl von Speisen im Angebot., Ihr Verhalten ist lobenswert., Im Fernsehen sieht man das Leid der Menschen in der dritten Welt., Im Osten geht die Sonne auf., Alles Gute und viel Glück zum Geburtstag!, Ein Jurist muss das BGB kennen., Ich hatte eine glückliche Kindheit., Mittwochs geht Steffi zum Tennis., Im Internet findest du bestimmt viele Informationen dazu., Das wirtschaftliche Wachstum lasst nach., Junge Eltern brauchen Ruhe und Erholung., erfährt viel über die Gegenwart., Es ist wichtig, Die Physik beschaftigt sich mit Vorgangen in der Natur., Blut ist rot., Der Geschäftsführer fliegt immer Business Class., Die Stasi war die Überwachungsinstanz der DDR., Die Wärme entweicht durch schlecht isolierte Fenster., Im Suden Deutschlands liegen die Alpen., Die Physik beschäftigt sich mit Vorgängen in der Natur., Mit dem neuen Computer habe ich nur Arger., Jeder Kaufmann kann das HGB auswendig., Es ist nicht alles Gold, Der Anfang des 2 1 . Jahrhunderts stand ganz im Zeichen des Terrors., Nach dem Krieg begann die Rückkehr der Flüchtlinge., BSE kann auch auf den Menschen übertragen werden., Es ist wichtig, eine Vielfalt an Meinungen zu haben., Antina spricht ein wenig Japanisch., Eine hohe Anzahl von Jugendlichen sieht pessimistisch in die Zukunft., Ab nächsten Monat können wir neues Personal einstellen., BSE kann auch auf den Menschen ubertragen werden., Das Vertrauen in die Sicherheit wurde nachhaltig gestort., Der Bedarf an Fernsehgeräten ist gedeckt., Trinken wir auf eine erfolgreiche Zusammenarbeit!, Wer Geschichte lernt, erfährt viel über die Gegenwart., was glänzt., Wer Geschichte lernt, Der Tourismus ist in Österreich ein wichtiger Wirtschaftszweig., Es ist nicht alles Gold, was glänzt., Griechisch zu lernen., Im Süden Deutschlands liegen die Alpen., eine Vielfalt an Meinungen zu haben., Er möchte ein Jahr lang im Ausland studieren., Die Stadt macht einen Wandel durch., Helge ist fur das Marketing in der Firma zustandig., Der Verkehr stand durch die Demonstranten eine Stunde lang still., Im Mittelalter starben viele Menschen an Seuchen., Das Schweigen im Raum wurde unerträglich., Odol macht frischen Atem., Das Schweigen im Raum wurde unertraglich., Zum Theologiestudium gehört es, Klimawandel betrifft die ganze Menschheit., Zum Nachtisch nehmen wir noch ein Eis., Sein Russisch konnte er während eines Auslandsaufenthaltes in Moskau verbessern., Sein Russisch konnte er wahrend eines Auslandsaufenthaltes in Moskau verbessern., Die Jugend von heute ist sehr mit sich selber beschaftigt., Hol doch bitte die Post herein., Pettersson genoss die Stille., Es ist nicht alles Gold, was glanzt., Mit Alkohol sollte man sich nicht ans Steuer setzen., Im Westen ist die Arbeitslosigkeit niedriger als im Osten., Der Handel mit China boomt., Das wirtschaftliche Wachstum lässt nach., Das Wasser ist zu kalt zum Baden., Der Tourismus ist in Osterreich ein wichtiger Wirtschaftszweig., Nach dem Krieg begann die Ruckkehr der Fluchtlinge., Die Stasi war die Uberwachungsinstanz der DDR., Mit dem neuen Computer habe ich nur Ärger., Wer Geschichte lernt, erfahrt viel uber die Gegenwart.	noun	[sound:68e9ff15-6aa7-5a4f-bb31-7db492a9d090.mp3]
informieren	to inform (i~)	informiert; informierte; hat informiert	Die Tagesschau informiert über die aktuellen Geschehnisse.		verb	[sound:d79248ec-db27-5e2f-a09c-f4a5e84ab08f.mp3]
anschließend	subsequently, afterwards (a~)		Sie gingen ins Kino und anschließend noch etwas essen.		adv	[sound:16c55eff-1fad-5b6e-a6ae-b1a76910737d.mp3]
sinken	to sink	sinkt; sank; ist gesunken	Die Titanic ist im Atlantik gesunken.		verb	[sound:f5d88382-ccc2-5300-a1d3-ed4963adea41.mp3]
ankündigen	to announce (an~)	kündigt an; kündigte an; hat angekündigt	Der Direktor kündigt Veränderungen an.		verb	[sound:e4a39c80-4f77-5470-a89d-81a262ff2713.mp3]
aufstehen	to stand up, get up	steht auf; stand auf; ist aufgestanden	Am Wochenende müssen wir nicht so früh aufstehen.		verb	[sound:d3c7b59c-b71e-521a-9e56-ba50f064084e.mp3]
negativ	negative		Leider kann ich dir nur eine negative Antwort geben.		adj	[sound:bc42ecdc-4dd9-51bd-aea0-1ab916f156c6.mp3]
per	by way of, per		Ich reise manchmal per Anhalter.		prep	[sound:6fb47354-e8d7-56e2-84a6-410b8543b81a.mp3]
prägen	to shape, to form	prägt; prägte; hat geprägt	Dieses Erlebnis wird ihn prägen.		verb	[sound:23d09c83-04dc-52da-a845-7ac2110f07bd.mp3]
die GmbH	limited liability company, Ltd	die  GmbHs	Für die Gründung einer GmbH braucht man Eigenkapital.		noun	[sound:aa01fd74-90e2-5586-acb4-a7d0f8d8504f.mp3]
organisieren	to organize (o~)	organisiert; organisierte; hat organisiert	Eine Hochzeit zu organisieren, ist nicht einfach.		verb	[sound:ba68879a-dc76-5b0d-9372-c5c9dbacef56.mp3]
nicken	to nod	nickt; nickte; hat genickt	Sie nickte mit dem Kopf.		verb	[sound:20baa3ae-9d3a-5364-8fbc-56ee3bdab075.mp3]
der Typ	type, guy (T~)	die Type, die Typen	Was für ein Typ Mensch bist du?		noun	[sound:1ad0cef1-7780-546a-9d17-1ad2af9a6d9e.mp3]
der See	lake	die Seen	Vor uns lag ein kalter, tiefer See.		noun	[sound:f56aebe7-ba00-57f5-a0cf-89403e380fc2.mp3]
vermeiden	to avoid (ver~)	vermeidet; vermied; hat vermieden	Vermeiden Sie Autounfälle, halten Sie genug Abstand!		verb	[sound:3e49fa0a-b8ad-58e3-b5a3-034fdfc5a8b1.mp3]
leise	quiet, soft		Sprich leise, Maria schläft!		adj	[sound:f03d3660-cf2b-5c5c-886b-a0543e828549.mp3]
gesetzlich	legal (g~)		Auf eine gesetzliche Regelung müssen wir noch warten.		adj	[sound:2c68eb9e-6e28-5c3e-a5ec-c5598abad93b.mp3]
die Gegend	area, region (Geg~)	die Gegenden	Familie Fetzer lebt in einer waldreichen Gegend.		noun	[sound:51c85dc0-9ae7-557c-8e1e-44f9f3595d1f.mp3]
das Ereignis	event (E~)	die Ereignisse	Die Geburt eines Kindes ist immer ein erfreuliches Ereignis.		noun	[sound:174f10b4-aff3-5ed2-b30f-417aaa36c496.mp3]
der Arbeitsplatz	workplace, job (not S~)	die Arbeitsplätze	Er befindet sich auf der Suche nach einem neuen Arbeitsplatz.		noun	[sound:ef0a47ba-5725-52ae-8d20-06ae9a9197d8.mp3]
das Objekt	object (O~)	die Objekte	In der Ausstellung kann man 200 Objekte von verschiedenen Künstlern sehen.		noun	[sound:7f14e7ae-fcdc-5bfd-a661-0739ce778ccf.mp3]
der Sprecher	speaker	die Sprecher	Heute hält der Sprecher des Studentinnenrates eine Rede.		noun	[sound:fff98349-827d-5860-b941-b60b84f6980f.mp3]
österreichisch	Austrian		Das Eierpecken ist eine alte österreichische Tradition zu Ostern.		adj	[sound:3746f1f0-f38a-57e7-849d-4bdfc005ce38.mp3]
die Verantwortung	responsibility	die Verantwortungen	Eltern tragen Verantwortung für ihre Kinder.		noun	[sound:c00d747f-94f0-567f-8e5a-df54b587d916.mp3]
verletzen	to injure	verletzt; verletzte; hat verletzt	Ich habe mich beim Joggen am Fuß verletzt.		verb	[sound:80c7c212-daeb-5a26-94a1-423f11af11f3.mp3]
die Fähigkeit	ability, capability	die Fähigkeiten	Die intellektuellen Fähigkeiten von Menschen sind oft sehr unterschiedlich.		noun	[sound:95736bd7-cc13-5fee-a06e-07dde72f169b.mp3]
beruflich	professional (b~)		Mit ihrem Zeugnis hat sie sehr gute berufliche Perspektiven.		adj	[sound:8f1af026-87c9-5d80-8c0b-3eb5d9bb50a6.mp3]
heraus, raus	out, out of		Die Kinder sind schon aus dem Gröbsten heraus.		pron	[sound:746640f8-1aef-57f3-a4a5-f653f6b39b91.mp3]
empfehlen	to recommend	empfiehlt; empfahl; hat empfohlen	Der Chefkoch empfiehlt heute die Fischsuppe.		verb	[sound:723bef23-51fa-536a-b5c1-157381558203.mp3]
die Aufnahme	reception, recording, snapshot	die Aufnahmen	Auf der CD ist eine historische Aufnahme einer Rede Willy Brandts zu hören.		noun	[sound:c515b16e-09b5-5522-bf72-1bb68915b2da.mp3]
beschränken	to restrict (bes~)	beschränkt; beschränkte; hat beschränkt	Ihr Einflussbereich ist auf das Bundesland Sachsen beschränkt.		verb	[sound:3b392c9a-3107-58e0-b6b8-c92eb0bb82a2.mp3]
verstärken	to strengthen, reinforce (ver~)	verstärkt; verstärkte; hat verstärkt	Die Sicherheitskontrollen an internationalen Flughäfen werden verstärkt.		verb	[sound:76f86a85-a481-554c-aab5-fe2eeb521541.mp3]
die Kontrolle	control, inspection (K~)	die Kontrollen	In der Straßenbahn gibt es regelmäßig Kontrollen.		noun	[sound:794cc192-a6a1-52fa-82a7-5294375093b7.mp3]
das Opfer	sacrifice, victim	die Opfer	Herr Trautmann wurde Opfer einer Intrige.		noun	[sound:e55ef3e9-865d-57a4-8250-8bec04c9bca4.mp3]
die Wahrheit	truth	die Wahrheiten	Sie verschweigt ihm die Wahrheit.		noun	[sound:39a7bb2d-b25e-5826-b8fd-003a5dd20592.mp3]
der Urlaub	holidays, vacation (U~)	die Urlaube	Unser Amerikaurlaub im letzten Jahr war ein sehr teurer Urlaub.		noun	[sound:4fddc53f-138c-583a-b54c-42fa8d225215.mp3]
einladen	to invite	lädt ein; lud ein; hat eingeladen	Tante Lotte lädt jeden Samstag ihre Freundinnen zum Kaffee ein.		verb	[sound:1c907792-dd82-55af-af63-d3a1c7692ffe.mp3]
einerseits	on one hand		Einerseits liebe ich ihn, aber andererseits möchte ich mich nicht binden.		adv	[sound:d915b33c-b61c-54b3-900c-ae099a3a5296.mp3]
glücklich	happy, fortunate		Leonie und Max sind ein glückliches Paar.		adj	[sound:e0900358-d8b7-54b2-a567-b3dbf466a8df.mp3]
vorsehen	to plan, provide for (vor~)	sieht vor; sah vor; hat vorgesehen	Der Studiengang sieht ein obligatorisches Praktikumssemester vor.		verb	[sound:db7ae782-1727-5ddc-ab3b-420d0fb8fa1d.mp3]
das Gebäude	building	die Gebäude	In diesem Gebäude befindet sich die Stadtverwaltung.		noun	[sound:765cfb1e-6d51-5225-ac86-8e8a10b5881d.mp3]
eröffnen	to open, start (er~)	eröffnet; eröffnete; hat geöffnet	Morgen eröffnet das neue Kaufhaus am Markt.		verb	[sound:50d8f9de-7efe-53d7-97f8-378c1f267425.mp3]
begreifen	to understand, grasp	begreift; begriff; hat begriffen	Wir begreifen einfach nicht, wie so etwas möglich ist.		verb	[sound:962d028f-a0c7-5df3-9ac5-5f40c85a7c7e.mp3]
die Karte	card, ticket, menu	die Karten	Wieviel kostet eine Karte für das Konzert heute Abend?		noun	[sound:605db877-acaa-539b-a738-110557b69998.mp3]
in Bezug auf	in relation to, with respect to		Welche Vorstellungen haben Sie in Bezug auf das Design?			[sound:ea2921f5-4727-5e3a-93b8-efa783148583.mp3]
das Jahrzehnt	decade	die Jahrzehnte	Das letzte Jahrzehnt des 20. Jahrhunderts war relativ friedlich.		noun	[sound:33833671-025b-561f-b6e2-95f144bb13c1.mp3]
die Prüfung	examination, test (P~)	die Prüfungen	Mindestens die Hälfte der Teilnehmer hat die Prüfung nicht bestanden.		noun	[sound:3a499b15-39f9-5738-a591-1dcf4f99f578.mp3]
die Regelung	regulation, settlement (R~)	die Regelungen	Die Politiker haben eine neue Regelung getroffen.		noun	[sound:8d7e5e47-80c2-52cd-bc36-9bc3d9a2587b.mp3]
sozusagen	so to speak (s~)		Wir haben kein Interesse an Ihrem Angebot, es ist sozusagen besser, wenn Sie gehen.		adv	[sound:769b4c90-6cff-5bf5-b6cc-4390bd013ed9.mp3]
offiziell	official (o~)		Sie erhielt ein offizielles Schreiben.		adj	[sound:22ddbecc-9dec-5f0d-8c11-2f0a7f2d81f3.mp3]
beschließen	to decide (b~)	beschließt; beschloss; hat beschlossen	Die Regierung beschließt, die Entscheidung zu vertagen.		verb	[sound:1ac2f6d9-ab64-57ea-983d-898879073344.mp3]
der Gesellschafter	associate, shareholder (G~)	die Gesellschafter	Sie haben gegen alle Gesellschafter des Unternehmens geklagt.		noun	[sound:bfa2369c-348a-5ad0-98a0-04aaed86da72.mp3]
der Bezug	reference, cover	die Bezüge	Ich sehe hier keinen Bezug zu unserer Problemstellung.		noun	[sound:d7b3506f-8cf3-59e5-9946-dedb4983d177.mp3]
leiten	to lead (l~)	leitet; leitete; hat geleitet	Professor Schmidt wird die Konferenz leiten.		verb	[sound:2d16def7-0b25-59f6-80f4-150d47e3f8a9.mp3]
die Ausstellung	exhibition	die Ausstellungen	Es handelt sich hier um eine Ausstellung zeitgenössischer Maler.		noun	[sound:2372ff2a-fd34-5622-a964-11c11d9aef49.mp3]
konzentrieren	to concentrate	konzentriert; konzentrierte; hat konzentriert	Versuch, dich aufs Wesentliche zu konzentrieren!		verb	[sound:d8fb0b4b-9ab4-5a3b-a6b3-51f1f69b0b95.mp3]
streng	"strict (not 'strikt')"		Herr Ludwig ist ein sehr strenger Lehrer.		adj	[sound:77440385-611c-599f-bf47-8599d071acf3.mp3]
der Norden	north	no plural	Im Norden der Stadt liegt der Zoo.	Matrosen fahren zur See., Er möchte ein Jahr lang im Ausland studieren., Junge Eltern brauchen Ruhe und Erholung., Was kommt heute im Fernsehen?, Mein Dank ist dir gewiss., Er mochte ein Jahr lang im Ausland studieren., Das Publikum applaudierte sehr lange.	noun	[sound:51e7fb8e-6388-52e4-85d0-d45c78b7126e.mp3]
selbstverständlich	obvious (s~)		Das ist doch selbstverständlich.		adj	[sound:a9e8d336-5acd-5dd4-bb7f-e8223286cf54.mp3]
die Hoffnung	hope	die Hoffnungen	Trotz seiner Krankheit ist er voller Hoffnung.		noun	[sound:12ed3a27-26c5-5667-8e39-e81e0a0626f1.mp3]
die Bitte	request (B~)	die Bitten	Ich habe eine Bitte an dich.		noun	[sound:2c2a5ac4-5d04-5a51-826a-97226d100e47.mp3]
abhängen	to depend (ab~)	hängst ab; hing ab; hat abgehangen	Das Klima hängt von Relief und Meeresnähe ab.		verb	[sound:73a60ed8-a0b8-58c4-b0ed-8ce75a8dfe8b.mp3]
schätzen	to estimate, value	schätzt; schätzte; hat geschätzt	Ich schätze ihren Rat sehr.		verb	[sound:e0100071-a948-5961-909a-5f6fa7de0e07.mp3]
prüfen	to examine, check (p~)	prüft; prüfte; hat geprüft	Wir müssen noch den Ölstand des Autos prüfen.		verb	[sound:85129ff9-2351-5758-8545-e8611e0034f5.mp3]
das Schiff	ship	die Schiffe	Sein Traum ist es, mit dem Schiff nach Südamerika zu fahren.		noun	[sound:2831d69a-1917-5fb5-aff0-940c76b0a21d.mp3]
anlegen	to put on, invest	legt an; legte an; hat angelegt	Sie hat ihr ganzes Geld in Aktien angelegt.		verb	[sound:201174a7-e6b3-5149-b4ea-84c3f8f97667.mp3]
sich unterhalten	to amuse oneself, chat	unterhält sich; unterhielt sich; hat sich unterhielt	Die Freunde unterhalten sich bis tief in die Nacht.		verb	[sound:daec866f-17ed-5c9b-b507-11e779384004.mp3]
sich bemühen	to make an effort, strive (sich b~)	bemüht sich; bemühte sich; hat sich bemüht	Wir bemühen uns um ein besseres Betriebsklima.		verb	[sound:324bbafc-38cf-5891-81e9-f680eafda2d8.mp3]
das Ohr	ear	die Ohren	Ich bin auf dem linken Ohr etwas taub.		noun	[sound:25ace89e-09e0-5616-8ccc-84f22151c89b.mp3]
ober	upper		Die oberen Fenster sind schon lange nicht mehr geputzt worden.		adj	[sound:55bc197e-d407-5cab-80f8-51adfcdef91a.mp3]
komplex	complex		Das Aufgabenfeld ist sehr komplex.		adj	[sound:cebb3d58-65d0-53ec-a4af-e1159e3aecc6.mp3]
die Tat	deed, act	die Taten	Sie beging eine grausame Tat.		noun	[sound:3c6ada68-8afd-546d-a9cd-e6fb837aa728.mp3]
schreien	to cry out, scream	schreit; schrie; hat geschrien	Sie hat im Schlaf geschrien.		verb	[sound:df9899dd-1657-566e-b3e0-b8795970158b.mp3]
der Gewinn	profit, gain	die Gewinne	Das Unternehmen erzielte dieses Jahr nur minimalen Gewinn.		noun	[sound:c6cafce6-6595-5169-a26d-601598ba4d44.mp3]
verpflichten	to obligate, commit	verpflichtet; verpflichtete; hat verpflichtet	Er ist verpflichtet, regelmäßig Unterhalt für sein Kind zu zahlen.		verb	[sound:4a938d36-fc7a-55c1-93b4-bbaceabfd99a.mp3]
das Band	ribbon, tape	die Bänder	Gelbe Bänder flatterten im Wind.	Bald erscheint der sechste Band der Enzyklopadie., Bald erscheint der sechste Band der Enzyklopädie.	noun	[sound:d68c34fd-fb13-523b-a713-e8807336502f.mp3]
festlegen	"to set, determine, lay down (not 'festsetzen')"	legt fest; legte fest; hat festgelegt	Wir sollten uns auf eine Strategie festlegen.		verb	[sound:f46135ed-dded-57c6-8ce1-f9ebd74c26f1.mp3]
fein	fine		Das ist ein feiner Unterschied.		adj	[sound:eabce391-c64c-532f-977d-9f7172f5eb72.mp3]
die Einstellung	setting, attitude, employment	die Einstellungen	Sie hat eine positive Einstellung gegenüber ihren Schwiegereltern.		noun	[sound:d935c5e5-e03d-5774-bcc9-e3534626b777.mp3]
der Bericht	report (B~)	die Berichte	Im Fernsehen lief ein Bericht über China.		noun	[sound:0a2cb00c-eb9d-50eb-b190-377a5c2f245a.mp3]
brechen	to break	bricht; brach; hat gebrochen	Dünnes Eis bricht sehr schnell.		verb	[sound:4e4a1843-0cf3-508f-8220-8320ad921492.mp3]
der Band	volume, tome	die Bänder	Bald erscheint der sechste Band der Enzyklopädie.	Gelbe Bänder flatterten im Wind., Gelbe Bander flatterten im Wind.	noun	[sound:245734cb-3ef1-505b-98e7-3b31608cf939.mp3]
definieren	to define	definiert; definierte; hat definiert	Dieses Phänomen lässt sich nicht eindeutig definieren.		verb	[sound:8cd49694-1258-53db-821b-fa801f258866.mp3]
der König	king	die Könige	Wer ist König von Spanien?		noun	[sound:d3d263ab-6d34-5be8-9f8e-2756d72df9af.mp3]
der Mai	May	die Maie	Im Mai fangen die Blumen an zu blühen.		noun	[sound:05a27136-2ad0-53ba-ab8b-006c0b40a063.mp3]
zurückkehren	to return, turn back	kehrt zurück; kehrte zurück; ist zurückgekehrt	Nach drei Jahren kehrt Michael von seinem Asienaufenthalt zurück.		verb	[sound:eed49098-5a41-55aa-b22a-a700f1e6faa8.mp3]
orientieren	to orient	orientiert; orientierte; hat orientiert	Orientiere dich einfach an der Kirchturmspitze!		verb	[sound:36e67f9b-a098-5a70-889b-da0db0ae0879.mp3]
der Sieg	victory	die Siege	Sie errangen erneut einen unerwarteten Sieg.		noun	[sound:09902725-88b5-5225-9a19-fac717b6761a.mp3]
in der Tat	indeed (in ~)		Es ist in der Tat eine merkwürdige Sache, dass das Geld verschwunden ist.			[sound:1c995882-f64e-5985-af34-607ace9c5516.mp3]
weitergehen	to go on, continue (w~)	geht weiter; ging weiter; ist weitergegangen	Wir gehen jetzt weiter.		verb	[sound:de9f3701-e25f-575e-8779-92d57d560d18.mp3]
beitragen	to contribute (b~)	trägt bei; trug bei; hat beigetragen	Das Verbrennen von fossilen Rohstoffen trägt zur Umweltverschmutzung bei.		verb	[sound:61314c1d-ff87-5f8b-98e1-7d33a4938243.mp3]
die Band	band (musical)	die Bands	Die Beatles waren die erfolgreichste Band der 60er Jahre.		noun	[sound:3dd6efad-cfcc-5fd6-b894-8fd0dfae8675.mp3]
das Gericht (2)	1) court; 2) dish	die Gerichte	Das Gericht ist zu einer Entscheidung gekommen.		noun	[sound:4af5d337-665c-5311-9920-6ca0560306ce.mp3]
dahin	"then, there (not 'dorthin')"		Dahin bin ich noch nie gefahren.		adv	[sound:a0dcad2b-5a52-5c57-9e67-743dc6c2c1f7.mp3]
insofern	insofar, as far as that goes		Mit dem dritten Platz habe ich nicht gerechnet, insofern bin ich mehr als zufrieden.		adv	[sound:69ae58f8-3bf4-5f92-947e-0afc3480b2e2.mp3]
der Bund	association, alliance (Bu~)	die Bünde	Sie gehen den Bund der Ehe ein.		noun	[sound:bd13a86b-a444-5974-8a73-8e666cbbe248.mp3]
der Traum	dream	die Träume	Heinz hatte einen schlimmen Traum.		noun	[sound:898f5f00-790a-5fb2-8b4f-14826f6f848c.mp3]
tätig	active (t~)		Er ist im Bereich Sprachlehrforschung tätig.		adj	[sound:9d46ea1f-c308-5450-9d51-9785bd4018c7.mp3]
einnehmen	to take (up/in)	nimmt ein; nahm ein; hat eingenommen	Bei der Spendenaktion wurden 2500 Euro eingenommen.		verb	[sound:73b86b8e-65a6-5972-bcd1-ce73d0d23965.mp3]
bisherig	so far, previous (b~)		Ihre bisherigen Leistungen sind zufrieden stellend.		adj	[sound:7a2b1e35-e1b0-5ce8-b18a-7d1f564a1726.mp3]
die Vergangenheit	past	die Vergangenheiten	Kleopatra hatte eine dunkle Vergangenheit.		noun	[sound:c242bb63-4bb0-5bd4-b4b8-b7b7a18268f4.mp3]
der Direktor	director	die Direktoren	Etwas später wurde Herr Schwab Direktor des Gymnasiums.		noun	[sound:023ca115-332f-5bbf-8a2d-359be40489e9.mp3]
die Qualität	quality	die Qualitäten	Diese Seife ist von höchster Qualität.		noun	[sound:68f09898-a0ae-515b-b365-8bf0b0d3d967.mp3]
ausländisch	foreign		Er spricht mit einem ausländischen Akzent.		adj	[sound:4f5e4ccf-e5ce-56ce-9f44-c78eb1f9df9c.mp3]
der Besucher	visitor	die Besucher	Bereits in der ersten Woche sahen Tausende von Besuchern die Ausstellung.		noun	[sound:d95e5075-77de-573b-8589-a0a7b5023853.mp3]
der Abschnitt	portion, section	die Abschnitte	Besonders der dritte Abschnitt des Textes ist sehr interessant.		noun	[sound:c441f08a-edc2-5a0b-9e2a-add3c576f756.mp3]
die Union	union	die Unionen	Die Europäische Union wurde im Mai 2004 um zehn Länder erweitert.		noun	[sound:0204e239-93cb-5165-8d3e-ebdaea567324.mp3]
erstmals	for the first time		Erstmals hatten sie keine Angst mehr, nicht satt zu werden.	Martha fliegt zum ersten Mal., Martha fliegt zum ersten Mal.	adv	[sound:6c27dd02-0179-5253-a950-4dbc946e3a71.mp3]
die Geographie	geography	die Geographien	Kenntnisse in Geographie sind oft sehr nützlich.		noun	[sound:ac9fd59a-e802-5df7-b42a-987d3c2e08a4.mp3]
der Hintergrund	background	die Hintergründe	Halte dich bitte unauffällig im Hintergrund!		noun	[sound:f81e3b1b-5cd3-51be-9ee5-bd580e26d17e.mp3]
sinnvoll	sensible, meaningful (s~)		Das ist keine sinnvolle Frage.		adj	[sound:ad7d0d66-b5c9-58ca-a5a0-c0e14fd34929.mp3]
ursprünglich	original (u~)		Unser ursprüngliches Vorgehen erwies sich als ineffektiv.		adj	[sound:8069d6f2-d766-5dca-9acf-d5d9aa5a87bb.mp3]
der Rand	edge	die Rände	Wir standen am Rand der Schlucht und schauten in die Tiefe.		noun	[sound:1162fe8c-207b-5a17-9919-1e09d3d3a160.mp3]
der Amerikaner	American	die Amerikaner	Der Verstorbene war Amerikaner.		noun	[sound:9bc1e04d-f833-5065-91e1-ee7ae20129a8.mp3]
ausschließlich	exclusive (aus~)		Diese Spenden dienen ausschließlich gemeinnützigen Zwecken.		adj	[sound:4fe5dc40-907f-5577-8524-9a16b0ff6555.mp3]
laut	loud		Im Volkshaus ist es mir zu laut.	Laut Fahrplan müsste der Zug jeden Moment kommen., Laut Fahrplan musste der Zug jeden Moment kommen., Laut Fahrplan müsste der Zug jeden Moment kommen., Laut Fahrplan musste der Zug jeden Moment kommen.	adj	[sound:204fc63c-4cda-51bc-a8d0-7de7bf178369.mp3]
übertragen	to transfer, transmit (ü~)	überträgt; übertrug; hat übertragen	Der Erreger kann durch den geringsten Kontakt übertragen werden.		verb	[sound:a6e68112-5064-5a49-aa31-78553d0c8478.mp3]
in der Vergangenheit	in the past		Wie sah das Leben in der Vergangenheit aus?			[sound:c114c38d-884a-546e-a3d2-4ae7c8940d8b.mp3]
präsentieren	to present (p~)	präsentiert; präsentierte; hat präsentiert	Die Kinder präsentieren einen Zaubertrick.		verb	[sound:61523cc9-8c38-5f07-88e5-813ba556297d.mp3]
hingegen	whereas, on the other hand (h~)		Er hat Interesse daran zu arbeiten, du hingegen bist faul.		adv	[sound:8002a402-a850-5dd6-a573-b94b108acd11.mp3]
der Verlust	loss	die Verluste	Das Unternehmen machte letztes Jahr keinen Gewinn, sondern einen hohen Verlust.		noun	[sound:9e0a60c4-de5e-5f12-9515-aa3000b5c86d.mp3]
abgeben	to give, hand in, submit (ab~)	gibt ab; gab ab; hat abgegeben	Andreas hat seine Hausarbeit nicht rechtzeitig abgegeben.		verb	[sound:b8d5190b-52d1-545f-8d3b-8060606f44b2.mp3]
sich vornehmen	to plan (sich vor~)	nimmt sich vor; nahm sich vor; hat sich vorgenommen	Rainer nimmt sich vor, seiner Angela endlich einen Heiratsantrag zu machen.		verb	[sound:ac260bb7-e52d-5237-8c80-a2417f18b3bd.mp3]
mithilfe	with the aid		Mithilfe eines Wörterbuchs kann man den Text besser verstehen.		prep	[sound:9cfe011a-e31d-5e1d-9050-775bde2cc631.mp3]
